Cod	Grupo	Produto
7302	64	VINHO DE BURITI
7401	64	COCO NAO ESPECIFICADO
7501	64	CASTANHA NAO ESPECIFICADA
7601	64	MINGAU NAO ESPECIFICADO
7701	64	PATAUA | EMULSAO
7801	64	PISTACHE
101	65	ALFACE
102	65	ALFACE PAULISTA
103	65	ALFACE REPOLHUDA
104	65	ALFACE AMARGA
105	65	ALFACE CRESPA
106	65	ALFACE ROMANA
107	65	ALFACE MANTEIGA
108	65	ALFACE LISA
109	65	ALFACE AMERICANA
110	65	ALFACE HIDROPONICA
201	65	BERTALHA
202	65	BRETALHA
203	65	BAIANO
301	65	CHICORIA
302	65	CHICORIA CRESPA
303	65	CHICORIA FRISADA
304	65	ESCAROLA
305	65	ENDIVIA
401	65	COENTRO | VERDURA
501	65	COUVE
502	65	COUVE MANTEIGA
503	65	COUVE REPOLHUDA
504	65	COUVE PALMITO
505	65	COUVE CRESPA
506	65	COUVE DE FOLHAS
601	65	COUVE FLOR
701	65	ESPINAFRE
702	65	ESPINAFRE JAPONES
703	65	ORENCAO
704	65	ORENCO
801	65	MOSTARDA | VERDURA
901	65	REPOLHO
902	65	REPOLHO BRANCO
903	65	REPOLHO ROXO
1001	65	SALSA
1101	65	CEBOLINHA
1102	65	CEBOLINHA VERDE
1103	65	CEBOLINHA DE TODO O ANO
1104	65	CEBOLA DE TODO O ANO | CEBOLINHA VERDE
1105	65	CEBOLINHA DESIDRATADA
1201	65	CHEIRO VERDE
1202	65	SALSA E CEBOLINHA
1203	65	COENTRO E CEBOLINHA
1204	65	TEMPERO VERDE
1301	65	AGRIAO
1302	65	AGRIAO COMUM
1303	65	AGRIAO DAS HORTAS
1304	65	AGRIAO DE AGUA
1305	65	AGRIAO ORDINARIO
1306	65	AGRIAO DA TERRA
1307	65	AGRIAO DOS JARDINS
1308	65	AGRIAO HIDROPONICO
1401	65	TAIOBA
1402	65	TAIOBA SAO TOME
1403	65	TAIA
1501	65	ACELGA
1502	65	SELGA
1503	65	ROLESO
1504	65	RACUSAI
1505	65	BETERRABA BRANCA | ACELGA
1506	65	BETERRABA CAMPESTRE | ACELGA
1601	65	ALMEIRAO
1602	65	RADITE
1603	65	CHICORIA AMARGA | ALMEIRAO
1604	65	CHICORIA SELVAGEM | ALMEIRAO
1701	65	COUVE BROCOLOS
1702	65	COUVE BROCOLIS
1703	65	BROCOLOS
1704	65	BROCOLIS
1801	65	SERRALHA
1901	65	CARURU
1902	65	CARURU AZEDO
1903	65	CARURU DA GUINE
1904	65	AZEDA
1905	65	ROSELA
1906	65	CUXA
1907	65	VINAGREIRA
1908	65	CARIVEL
1909	65	QUIABO AZEDO | CARURU
1910	65	QUIABO ROXO | CARURU
1911	65	QUIABO ROSA | CARURU
1912	65	QUIABO DE ANGOLA | CARURU
1913	65	CARIRU
2001	65	RUCULA
2002	65	RUCOLA
2003	65	PINCHAO
2004	65	ROQUETE
2101	65	JAMBUACU
2102	65	ABECEDARIA
2103	65	AGRIAO DO PARA | JAMBUACU
2104	65	AGRIAO DO BRASIL | JAMBUACU
2105	65	JAMBU | JAMBUACU
2201	65	LINGUA DE VACA | HORTALICA
2202	65	MARIA GORDA
2203	65	MARIA GOMBE
2204	65	MANJONGOME
2205	65	JOAO GOMES
2206	65	MARIA GOMES
2301	65	ALCACHOFRA
2302	65	ALCACHOFRA BRAVA
2303	65	CARDO
2304	65	CARDONA
2401	65	SAMAMBAIA DO CAMPO
2501	65	BREDO
2502	65	BREDO DE ESPINHO
2503	65	BREDO ROXO
2504	65	BREDO VERMELHO
2505	65	BREDO VERDADEIRO
2506	65	CARURU BRAVO | BREDO
2507	65	CARURU DA MATA | BREDO
2508	65	CARURU GRANDE | BREDO
2509	65	CARURU VERMELHO | BREDO
2510	65	CARURU DE PORCO | BREDO
2511	65	AMARANTO
2512	65	CRISTA DE GALO
2601	65	AIPO
2602	65	AIPO DE AGUA
2603	65	AIPO DOS PANTANOS
2604	65	SALSAO | AIPO
2605	65	SALSA ROMANA | AIPO
2701	65	COUVE CHINESA
2801	65	ERVA DOCE
2802	65	FUNCHO
2803	65	FUNCHO DE FLORENCA
2804	65	RUNCHO
3001	65	FOLHA DE MANDIOCA
3002	65	FOLHA DE MANIVA
3003	65	FOLHA DE AIPIM
3004	65	FOLHA DE MACAXEIRA
3101	65	BROTO DE FEIJAO
3102	65	MOYASHI
3201	65	BROTO DE BAMBU
3301	65	ABOBORA MOGANGA
3302	65	ABOBORA MOCANGA
3303	65	ABOBORA MORANGA
3304	65	ABOBORA CARNEIRA
3305	65	ABOBORA DE PORCO
3306	65	MORANGA | ABOBORA
3307	65	MORANGA JAPONESA
3308	65	MORANGA CABUTIA
3401	65	ABOBORA MENINA
3402	65	ABOBORA GRANDE
3403	65	ABOBORA GIGANTE
3404	65	ABOBORA BAIANA
3405	65	ABOBORA VERMELHA
3406	65	ABOBORA DA BAHIA
3501	65	ABOBORA MELAO
3502	65	ABOBORA ALMISCAR
3503	65	ABOBORA CATINGA
3504	65	ABOBORA CHEIROSA
3601	65	ABOBORA DE AGUA
3602	65	ABOBORA VERDE
3603	65	ABOBORA DA PRAIA
3701	65	ABOBRINHA
3702	65	ABOBRINHA VERDE
3703	65	ABOBRINHA ITALIANA
3704	65	ABOBRINHA BRASILEIRA
3705	65	ABOBORA JAPONESA | ABOBRINHA
3706	65	ABOBORA BAIANINHA | ABOBRINHA
3707	65	CAXI
3708	65	XOXO
3801	65	ABOBORA DE PESCOCO
3802	65	ABOBORA DE CABOCLO
3803	65	ABOBORA DO SERTAO
3804	65	ABOBORA JACARE
3805	65	JERIMUM
3806	65	JERIMUM DE LEITE
3807	65	JERIMUM CABOCLO
3808	65	JERIMUM JACAREZINHO
3901	65	ABOBORA
3902	65	ABOBORA COMUM
3903	65	ABOBORA MADURA
4001	65	PEPINO
4101	65	CHUCHU
4102	65	MACHUCHU | CHUCHU
4103	65	CAXIXE
4104	65	CHOCHO
4105	65	MACHUCHO | CHUCHU
4201	65	JILO
4202	65	JILO PAULISTA
4203	65	JILO JAPONES
4204	65	JILO PRETO
4301	65	MAXIXE
4302	65	MAXIXO
4303	65	MAXIXE BRAVO
4304	65	MAXIXE DO MATO
4305	65	MAXIXOLA
4306	65	PEPININHO | MAXIXE
4307	65	PEPINO DE ESPINHO | MAXIXE
4401	65	PALMITO | FRESCO
4402	65	PALMITO DOCE | FRESCO
4403	65	PALMITO MOLE | FRESCO
4404	65	PALMITO AMARGOSO | FRESCO
4405	65	PALMITO DO CHAO | FRESCO
4406	65	PALMITO ACAI | FRESCO
4407	65	PALMITO JUCARA | FRESCO
4408	65	CAMARGO | PALMITO FRESCO
4409	65	GUARIROBA | PALMITO FRESCO
4410	65	GUEIROBA | PALMITO FRESCO
4411	65	GUEROBA | PALMITO FRESCO
4501	65	PIMENTAO
4502	65	PIMENTAO VERDE
4503	65	PIMENTAO MADURO
4601	65	PIMENTA MALAGUETA
4602	65	PIMENTA CUMARI | IN NATURA
4603	65	MALAGUETA | IN NATURA
4604	65	CUMARI | IN NATURA
4605	65	PIMENTA DE CUMARI | IN NATURA
4606	65	PIMENTA BRANCA | IN NATURA
4607	65	PIMENTA MADEIRA | IN NATURA
4608	65	PIMENTA CHIFRE DE VEADO | IN NATURA
4701	65	PIMENTA DE CHEIRO
4702	65	PIMENTA PITANGA | IN NATURA
4703	65	PIMENTA MURICI | IN NATURA
4704	65	PIMENTA CABACINHA | IN NATURA
4705	65	PIMENTA MURUPI | IN NATURA
4706	65	PIMENTA BODE | IN NATURA
4707	65	PIMENTA DOCE | IN NATURA
4708	65	PIMENTA SINO | IN NATURA
4709	65	PIMENTA OLHO DE BODE | IN NATURA
4710	65	PIMENTA MORANGA | IN NATURA
4711	65	PIMENTA DE CHAPEU | IN NATURA
4801	65	PIMENTA POMBINHA | IN NATURA
4802	65	PIMENTA PASSARINHO | IN NATURA
4803	65	PIMENTA CUMARI MIUDA | IN NATURA
4901	65	PIMENTA
5001	65	QUIABO
5002	65	GOMBO
5003	65	QUIGOMBO
5101	65	TOMATE
5102	65	TOMATE PAULISTA
5103	65	TOMATE MACA
5104	65	TOMATE PERA
5105	65	TOMATE JAPONES
5106	65	TOMATE VERDE
5107	65	TOMATE CAQUI
5201	65	VAGEM
5202	65	VAGEM MANTEIGA
5203	65	FEIJAO VERDE EM VAGEM
5301	65	COGUMELO | FRESCO
5401	65	BERINJELA
5402	65	BRINJELA
5501	65	ERVILHA | EM VAGEM
5502	65	ERVILHA DE VAGEM
5601	65	CABACA
5602	65	CABACA PURUNGA
5603	65	CABACA VERDE
5604	65	CABACA PORONGO
5701	65	CEBOLA
5702	65	CEBOLA CABECA BRANCA
5703	65	CEBOLA BRANCA
5704	65	CEBOLA ROXA
5705	65	CEBOLA DO REINO
5706	65	CEBOLA PERA
5707	65	CEBOLA GIGANTE
5708	65	CEBOLA VERMELHA
5709	65	CEBOLA CABROBO BRANCA
5710	65	CEBOLA EM CABECA BRANCA
5711	65	CEBOLA DESIDRATADA
5801	65	CATALONHA
5802	65	CATALONIA
5901	65	COUVE RABANO
5902	65	COUVE RABAO
5903	65	RABANO PRETO
5904	65	COLORABA
5905	65	COUVE RABANO PRETO
5906	65	COUVE RABANA
6001	65	NIRA
6101	65	JARDINEIRA | SELETA
6102	65	SELETA | JARDINEIRA
6201	65	CEBOLINHA BRANCA
6301	65	ABOBORA MORANGUINHA
6401	65	ABOBORA PAULISTA
6501	65	ABOBORA CABOTIAN
6502	65	ABOBORA CABOTIA
6503	65	ABOBORA CABUTIA
6504	65	ABOBORA CABUTIAN
6505	65	ABOBORA KABUTIA
6601	65	ABOBORA CAXACO
6701	65	ABOBORA GOIANINHA
6801	65	ABOBORA HIBRIDA
6901	65	ABOBORA SECA
7001	65	ABOBRINHA CAIPIRA
7101	65	ABOBRINHA BRANCA
7201	65	ABOBRINHA MIRIM
7301	65	BROTO DE ALFAFA
7401	65	ALECRIN
7402	65	ALECRIM
7501	65	ALFAZEMA
7601	65	AZEDINHA
101	66	BANANA DE AGUA
102	66	BANANA NANICA
103	66	BANANA DA CHINA
104	66	BANANA DE ITALIANO
105	66	BANANA MANGALO
106	66	BANANA INGLESA
107	66	BANANA TATU
108	66	BANANA PETICA
109	66	BANANA CATARINA
110	66	BANANA CHORONA
111	66	BANANA PEROA
112	66	BANANA CASCA VERDE
113	66	BANANA ACUCARINA
114	66	BANANA CAMBOTA
115	66	BANANA CATURRA
116	66	BANANA ANA
117	66	BANANA | INDETERMINADA
201	66	BANANA PRATA
202	66	BANANA ALTONA
203	66	BANANA AMARELA
204	66	BANANA BICO VERDE
205	66	BANANA BRANCA
206	66	BANANA DE CAMBOEIRO
207	66	BANANA UMBIGO VERDE
208	66	BANANA DA PRATA
301	66	BANANA OURO
302	66	BANANA CRAVO
303	66	BANANA DOURADA
304	66	BANANA IMPERIAL
305	66	BANANA INAJA
306	66	BANANA MARIQUINHA
307	66	BANANA PISANGO REAL
308	66	BANANA REAL
309	66	BANANA URINHO
310	66	BANANINHA
401	66	BANANA MACA
402	66	BANANA CARAPE
403	66	BANANA COCO
404	66	BANANA LEITE
405	66	BANANA MACA PAINA
406	66	BANANA PEDRA
407	66	BANANA PERA
408	66	BANANA MACAZINHA DA BAHIA
501	66	BANANA FIGO
502	66	BANANA ABOBORA
503	66	BANANA ACU
504	66	BANANA BABA DE BOI
505	66	BANANA BABONA
506	66	BANANA CACAU
507	66	BANANA CAFE
508	66	BANANA CAIXAO
509	66	BANANA CAJU
510	66	BANANA CARAMBOLA
511	66	BANANA CASADA
512	66	BANANA CASCA GROSSA
513	66	BANANA CHOCOLATE
514	66	BANANA CINZA
515	66	BANANA CORUJA
516	66	BANANA DE VELHO
517	66	BANANA JACARE
518	66	BANANA JASMIM
519	66	BANANA MENCI
520	66	BANANA MINEIRA
521	66	BANANA MURICI
522	66	BANANA PAO
523	66	BANANA PARA
524	66	BANANA PAU
525	66	BANANA RIACHAO
526	66	BANANA ROSA
527	66	BANANA SAPA
528	66	BANANA TAJAMAIA
529	66	BANANA TANJA
530	66	BANANA TRES QUINAS
531	66	BANANA VERMELHA
532	66	MASSA DE BANANA
601	66	BANANA MARMELO
602	66	BANANA MARECA
701	66	BANANA ROXA
702	66	BANANA CAMBORI
703	66	BANANA DAS ALMAS
704	66	BANANA MULATA
705	66	BANANA PATROQUIA
706	66	BANANA VINAGRE
801	66	BANANA SAO DOMINGOS
802	66	BANANA RAJADA
901	66	BANANA SAO TOME
902	66	BANANA CURTA
903	66	BANANA DO PARAISO
1001	66	BANANA DA TERRA
1002	66	BANANA PACOVA
1003	66	BANANA PACOVEIRA
1004	66	BANANA PACOBEIRA
1005	66	BANANA PACOBUCU
1006	66	BANANA BURITI
1007	66	BANANA CHIFRE DE VACA
1008	66	BANANA COMPRIDA
1009	66	BANANA FARTA GENTE
1010	66	BANANA FARTA HOMEM
1011	66	BANANA FARTA VELHACO
1012	66	BANANA GRANDE
1013	66	BANANA GRANDE AMARELA
1014	66	BANANA MARANHENSE
1015	66	BANANA PACOVI
1016	66	BANANA ANGOLA
1017	66	PACOVA
1018	66	PACOVA GRANDE
1019	66	BANANA PACOVAN
1101	66	BANANA | NAO ESPECIFICADA
1201	66	LARANJA LIMA
1202	66	LARANJA DOCINHA
1203	66	LARANJA SERRA DE AGUA
1204	66	LARANJA ACUCAR
1205	66	LARANJA DO CEU
1206	66	LARANJA DE AGUA
1207	66	LARANJA CELESTE
1208	66	LARANJA MIMO
1209	66	LARANJA ILHOA
1210	66	LARANJA MEL
1211	66	LARANJA PARATI
1212	66	LARANJA DA ILHA
1213	66	LARANJA MEL ROSA
1214	66	LARANJA MIMO DO CEU
1215	66	LARANJA BAIAO
1301	66	LARANJA SELETA
1302	66	LARANJA SELETA DO RIO
1303	66	LARANJA PAULISTA
1304	66	LARANJA CAMPISTA
1305	66	LARANJA MONJOLO
1306	66	LARANJA COCO
1307	66	LARANJA FOLHA MURCHA
1308	66	LARANJA ROSA
1309	66	LARANJA CAVALO
1310	66	LARANJA FLOR
1311	66	LARANJA RUSSA
1312	66	LARANJA JOAO NUNES
1313	66	LARANJA MACA
1314	66	LARANJA FEIJAO CRU
1401	66	LARANJA PERA
1402	66	LARANJA DE NATAL
1403	66	LARANJA NATAL
1404	66	LARANJA DE ABRIL
1405	66	LARANJA ABRIL
1406	66	LARANJA CAPETA
1407	66	LARANJA APANAZIA
1408	66	LARANJA SABARA
1409	66	LARANJA OURO
1410	66	LARANJA ACIDA
1411	66	LARANJA CASCA FINA
1412	66	LARANJA CITRICA
1413	66	LARANJA PERA DO RIO
1414	66	LARANJA BARAO
1415	66	LARANJA CARIOCA
1416	66	LARANJA COMUM
1501	66	LARANJA BAHIA
1502	66	LARANJA DE UMBIGO
1503	66	LARANJA SEM CAROCOS
1504	66	LARANJA BAIANINHA
1505	66	LARANJA TAQUARI
1506	66	LARANJA CATARINA
1507	66	LARANJA BANANA
1508	66	LARANJA VALENCIA
1509	66	LARANJA VALENCIANA
1701	66	LARANJA DA TERRA
1702	66	LARANJA AMARGA
1703	66	LARANJA AZEDA
1704	66	LARANJA BRANCA
1705	66	LARANJA BIGARADE
1706	66	LARANJA DE SEVILHA
1707	66	LARANJA DE DOCE
1801	66	LARANJA | NAO ESPECIFICADA
1901	66	LIMA
1902	66	LIMA DA PERSIA
1903	66	LIMA DE BICO
1904	66	LIMA COMUM
2001	66	LIMAO COMUM
2002	66	LIMAO AMARGO
2003	66	LIMAO AZEDO
2004	66	LIMAO DE MOLHO
2005	66	LIMAO SILVESTRE
2006	66	LIMAO CHINA
2007	66	LIMAO ROSA
2008	66	LIMAO PAULISTA
2009	66	LIMAO MIRIM
2010	66	LIMAO TAITI
2011	66	LIMAO CRAVO
2012	66	LIMAO BRANCO
2013	66	LIMAO HAWAI
2014	66	LIMAO CAPETA
2101	66	LIMAO GALEGO
2102	66	LIMAO VERDADEIRO
2103	66	LIMAO VERMELHO
2104	66	LIMAO BERGAMOTA
2105	66	LIMAO BALAO
2106	66	LIMAO BOI
2107	66	LARANJA SANGUINEA | LIMAO GALEGO
2108	66	LIMAO VINAGRE
2201	66	TANGERINA
2202	66	MEXERICA
2203	66	MIXIRICA
2204	66	MEXERICA RIO
2205	66	MIXIRICA RIO
2206	66	MEXIRICA MURKOT
2207	66	MIXIRICA MURKOT
2208	66	MEXIRICA POKAN
2209	66	MIXIRICA POKAN
2210	66	MEXIRICA CRAVO
2211	66	MIXIRICA CRAVO
2212	66	TANGERINA POKAN
2213	66	TANGERINA CRAVO
2214	66	MEXIRICA PERA
2215	66	MIXIRICA PERA
2216	66	POKAN
2217	66	BERGAMOTA
2218	66	MIMOSA
2219	66	TANGERINA MONGORT
2220	66	LARANJA MONGORT
2221	66	LARANJA CRAVO
2222	66	LARANJA MORGOT
2223	66	TANJA
2224	66	MEXIRICA CARIOCA
2225	66	MEXIRICA KAPUTIA
2226	66	MEXIRICA MARICOTA
2227	66	MARICOTA
2301	66	CIDRA
2302	66	POMELO
2303	66	TORANJA
2304	66	GREPE
2305	66	GRAPE FRUIT
2401	66	KINKAN
2402	66	KUNQUAT
2403	66	CUNQUATE
2404	66	LARANJA KUNQUAT
2405	66	LARANJA KINKAN
2406	66	LARANJA JABUTICABA
2407	66	LARANJINHA JAPONESA
2501	66	CANA DE ACUCAR
2601	66	ABACAXI
2602	66	ANANAS
2603	66	ABACAXI CAIANO
2604	66	ABACAXI PEROLA
2701	66	ABACATE
2801	66	CAQUI
2802	66	CAQUI CHOCOLATE
2803	66	CAQUI CAFE
2804	66	CAQUI DURO
2805	66	CAQUI FUJI
2901	66	FIGO
2902	66	FIGO DA EUROPA
2903	66	FIGO DE VALINHOS
3001	66	MACA
3002	66	MACA ACIDA
3003	66	MACA DOCE
3004	66	MACA BRANCA
3005	66	MACA VERDE
3006	66	MACA VERMELHA
3007	66	MACA ARGENTINA
3008	66	MACA NACIONAL
3009	66	MACA FUGI
3010	66	MACA GALA
3011	66	MACA IMPORTADA
3101	66	MAMAO
3102	66	MAMAO DA INDIA
3103	66	MAMAO MACHO
3104	66	MAMAO VERDE
3105	66	MAMAO HAVAI
3106	66	MAMAO DO AMAZONAS
3107	66	MAMAO PAPAIA
3108	66	PAPAIA
3109	66	MAMAO VERMELHO
3110	66	MAMAO BAIANO
3111	66	MAMAO FORMOSA
3112	66	MAMAO JAPONES
3113	66	MAMAO PAULISTA
3201	66	MANGA
3202	66	MANGA COQUINHO
3203	66	MANGA ESPADINHA
3204	66	MANGA UBA
3205	66	MANGA CORACAO DE BOI
3206	66	MANGA ITAMARACA
3207	66	MANGA ROSINHA
3208	66	MANGA ROSA
3209	66	MANGA COITE
3210	66	MANGA CARLOTINHA
3211	66	MANGA ESPADA
3212	66	MANGA ABOBORA
3213	66	MANGA SAPATINHA
3214	66	MANGA JASMIM
3215	66	MANGUITO
3216	66	MANGA BACURI
3217	66	MANGA CATANA
3218	66	MANGA CORREIO
3219	66	MANGA DE FIAPO
3220	66	MANGA OURO
3221	66	MANGA TOMMY
3222	66	MANGA DE CHEIRO
3223	66	MANGA DE MESA
3224	66	MANGA HADEN
3225	66	MANGA PALMER
3226	66	MANGA RACHA
3301	66	MARACUJA
3302	66	MARACUJA MIRIM
3303	66	MARACUJA COMPRIDO
3304	66	MARACUJA AZUL
3305	66	MARACUJA REDONDO
3306	66	MARACUJA MELAO
3307	66	MARACUJA DE COBRA
3308	66	MARACUJA COMUM
3309	66	MARACUJA DOCE
3310	66	MARACUJA BRANCO
3311	66	MARACUJA SUSPIRO
3312	66	MARACUJA PEROBA
3313	66	SURURU | MARACUJA
3314	66	MARACUJA ACU
3315	66	MARACUJA AMARELO
3316	66	MARACUJA MAMAO
3317	66	MARACUJAZINHO
3318	66	MARACUJA DE BOI
3319	66	MARACUJA ESCURO
3320	66	MARACUJA GRANDE
3321	66	MARACUJA PRETO
3322	66	MARACUJA ROXO
3323	66	MARACUJA PINTADO
3324	66	MARACUJA VERMELHO
3325	66	MARACUJA LARANJA
3326	66	MARACUJA ENCARNADO
3327	66	MARACUJA AZEDO
3328	66	MARACUJINA | FRUTO
3329	66	MARACUJA | POLPA
3401	66	MELANCIA
3501	66	MELAO
3502	66	MELAO AMARELO
3503	66	MELAO ESPANHOL
3504	66	MELAO GAUCHO
3505	66	MELAO JAPONES
3506	66	MELAO CAIPIRA
3507	66	MELAO COLONIAL
3508	66	MELAO ORANGE
3509	66	MELAO PINGO DE MEL
3510	66	MELAO VALENCIANO
3601	66	PERA
3602	66	PERA DE AGUA
3603	66	PERA ACIDA
3701	66	PESSEGO
3801	66	FRUTA DE CONDE
3802	66	PINHA | FRUTA DE CONDE
3803	66	ATA
3901	66	UVA
3902	66	UVA NIAGARA
3903	66	UVA MOSCATEL
3904	66	UVA PRETA
3905	66	UVA ROSA
3906	66	UVA NACIONAL
3907	66	UVA VERDE
3908	66	UVA ITALIA
3909	66	UVA ROXA
3910	66	UVA RUBI
3911	66	UVA BRANCA
3912	66	UVA PASSA
3913	66	UVA BENITAKA
3914	66	UVA RED GLOBE
3915	66	UVA THOMPSON
4001	66	JENIPAPO
4002	66	JENIPAPA
4003	66	JENIPAPINHO
4004	66	JENIPA
4005	66	JENIPAPO MANSO
4101	66	JACA
4102	66	JACA DURA
4103	66	JACA DA BAHIA
4104	66	JACA MOLE
4105	66	JACA MANTEIGA
4201	66	GOIABA
4202	66	ARACA GUAIABA | GOIABA
4203	66	ARACA ACU | GOIABA
4204	66	ARACA GOIABA | GOIABA
4205	66	GUAIABA
4301	66	AMEIXA
4302	66	AMEIXA VERMELHA
4303	66	AMEIXA PRETA
4304	66	AMEIXA SECA
4305	66	AMEIXA FRESCA
4306	66	AMEIXA IMPORTADA
4401	66	CAJU
4501	66	CEREJA
4502	66	CEREJA GALEGA
4503	66	CEREJA DOS PASSAROS
4504	66	CEREJA DA EUROPA
4601	66	CAJA MANGA
4602	66	CAJARANA
4603	66	CAJA ACU
4604	66	CAJA UMBU
4605	66	CAJA
4701	66	TAPEREBA
4702	66	ACAJA | TAPEREBA
4703	66	CAJA PEQUENO
4704	66	CAJA MIRIM
4801	66	CARAMBOLA
4901	66	JABOTICABA
4902	66	JABOTICABA DO MATO
4903	66	JABOTICABA PAULISTA
4904	66	JABOTICABA MURTA
4905	66	JABUTICATUBA
4906	66	JABOTICATUBA
4907	66	JABOTICABA ACU
4908	66	JABUTICABA
4909	66	JABOTICABA MIUDA
5001	66	GRAVIOLA
5101	66	ARATICUM
5102	66	ARATICUM DE COMER
5103	66	ARATICUM MANSO
5104	66	PASMADA
5105	66	MAROLO
5201	66	MORANGO
5202	66	MORANGUINHO
5301	66	JAMBO
5302	66	JAMBO ROSA
5303	66	JAMBO AMARELO
5304	66	JAMBO VERDADEIRO
5305	66	JAMBO MORENO
5306	66	JAMBO CHEIROSO
5307	66	JAMBO DA INDIA
5308	66	JAMBO COMUM
5309	66	JAMBO ENCARNADO
5310	66	JAMBO VERMELHO
5501	66	GROSELHA | FRUTA
5502	66	GROSELHA PRETA | FRUTA
5503	66	GROSELHA ESPINHOSA | FRUTA
5504	66	GROSELHA BRANCA | FRUTA
5505	66	GROSELHA VERMELHA | FRUTA
5601	66	MANGABA
5602	66	MANGABINHA DO NORTE
5603	66	MANGABINHA
5701	66	ARACA
5702	66	GOIABA ARACA | ARACA
5801	66	NESPERA
5802	66	AMEIXA DO CANADA | NESPERA
5803	66	AMEIXA DO JAPAO | NESPERA
5804	66	AMEIXA AMARELA | NESPERA
5805	66	AMEIXA JAPONESA | NESPERA
5806	66	NESPERA DO JAPAO
5901	66	FRUTA PAO
6001	66	SAPOTI
6002	66	SAPOTA
6101	66	UXI
6201	66	TAMARINDO
6202	66	TAMARINO
6301	66	CACAU
6401	66	PITOMBA
6402	66	PITOMBA DA MATA
6403	66	PITOMBA DE MACACO
6501	66	BACURI
6502	66	IBACUPARI
6503	66	BACURIUBA
6504	66	BACURIUVA
6505	66	IBACURUPARI
6601	66	INGA
6602	66	INGA CIPO
6603	66	INGA FEIJAO
6604	66	INGA DEDO
6605	66	INGA MIRIM
6606	66	INGA DA PRAIA
6607	66	INGA DE FERRADURA
6608	66	INGA XIXI
6701	66	PEQUI
6702	66	PIQUI
6703	66	PEQUIA
6704	66	PIQUIA
6705	66	PIQUIA BRAVO
6706	66	PIQUIA AMARELO
6707	66	PIQUIA DA AREIA
6708	66	PIQUIA PEDRA
6801	66	PITANGA
6802	66	PITANGA COMUM
6803	66	PITANGATUBA
6804	66	PITANGA MIUDA
6805	66	IBIPITANGA
6806	66	GRUMIXAMA DA INDIA
6807	66	GRUMIXAMA
6808	66	PITANGA DE JARDIM
6809	66	PITANGA DO CAMPO
6810	66	PITANGA VERMELHA
6901	66	CIRIGUELA
7001	66	MURICI
7002	66	MURICI RASTEIRO
7003	66	MURICI DE TABULEIRO
7004	66	MURUCHI
7005	66	MURICI DA MATA
7006	66	MURICI DA PRAIA
7007	66	MURICI PITANGA
7008	66	MURICI DO CAMPO
7009	66	MURICI DO BREJO
7010	66	MURICI DE CAPOEIRA
7011	66	MURICI PENIMA
7012	66	MURICI MIUDO
7013	66	DOURADINHA FALSA
7014	66	FALSA DOURADINHA
7101	66	UMBU
7102	66	AMBU
7103	66	IMBU
7201	66	BERIBA
7202	66	BIRIBA
7203	66	JACA DE POBRE | BERIBA
7301	66	CUPUACU
7401	66	NECTARINA
7501	66	MARI
7502	66	MARI AMARELO
7503	66	MARI ROXO
7504	66	UMARI AMARELO
7505	66	UMARI
7506	66	UMARI ROXO
7601	66	ROMA
8601	66	ACEROLA
8701	66	KIWI
8801	66	MANGOSTIM
8802	66	MANGOSTAO
8901	66	ABIL |  FRUTA
8902	66	FRUTA | NAO ESPECIFICADA
9001	66	ABRICO
9101	66	ATEMOIA | FRUTA
9201	66	MACADAMIA
9301	66	TUCUMA
9401	66	JURUBEBA
101	67	ACUCAR REFINADO
102	67	ACUCAR TRIFILTRADO
114	67	CONFETE
201	67	ACUCAR CRISTAL
202	67	ACUCAR GRANULADO
203	67	ACUCAR CRISTALIZADO
301	67	ACUCAR DEMERARA
302	67	DEMERARA
303	67	ACUCAR AMARELO PRETO
304	67	ACUCAR MASCAVO
305	67	ACUCAR PRETO
306	67	ACUCAR MASCAVADO
401	67	RAPADURA
402	67	ALFENIM DE CANA
403	67	BATIDA | RAPADURA
404	67	RAPADURA COM COCO
405	67	RAPADURA COM LEITE
406	67	RAPADURA COM AMENDOIM
407	67	RAPADURA COM CASTANHA
408	67	RAPADURA COM CAJU
501	67	SORVETE DE QUALQUER SABOR | INDUSTRIALIZADO
502	67	PICOLE DE QUALQUER SABOR | INDUSTRIALIZADO
503	67	MASSA DE SORVETE
601	67	CHICLETE
602	67	MENTEX
603	67	BALA
604	67	CARAMELO | BALA
605	67	DROPS
606	67	PASTILHA
607	67	PIRULITO
608	67	CHICLE
609	67	GOMA DE MASCAR
610	67	JUJUBA
611	67	BALAS
612	67	BALAS SORTIDAS
613	67	BALINHA
701	67	TABLETE DE CHOCOLATE
702	67	BARRA DE CHOCOLATE
703	67	CHOCOLATE EM TABLETE
704	67	CHOCOLATE EM BARRA
705	67	CHOCOLATE BISS | TABLETE
706	67	CONFEITO DE CHOCOLATE
801	67	CHOCOLATE EM PO DE QUALQUER MARCA
802	67	CHOCOLATE EM PO QUICK
803	67	CHOCOLATE NESCAU
804	67	CHOCOLATE EM PO MUQUI
805	67	CHOCOLATE TODDY
806	67	CHOCOLATE EM PO TODDY
807	67	CHOCOLATE EM PO NESCAU
808	67	TODDY INSTANTANEO
809	67	QUICK
810	67	TODDY VITAMINADO
811	67	TODDY
812	67	NESCAU
813	67	NESCAU VITAMINADO
814	67	MUQUI
815	67	NESCAU INSTANTANEO
816	67	QUICK SHAKE CRISTALINO
